Campaign,Ad Group,Ad type,Labels,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Path 1,Path 2,Final URL,Final mobile URL,Tracking template,Final URL suffix,Custom parameters,Campaign Status,Ad Group Status,Status,Approval Status,Ad strength,Comment
Divorce - Lower,Marriage Licenses - hhi lower 50,Responsive search ad,,Marriage Records Online, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Just $1 to get marriage records, licenses and certificates. Credit Card required. Easy!", -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Enabled,,,
Divorce - Lower,Marriage Licenses - hhi lower 50,Responsive search ad,,Search For {Keyword:Marriage Records}, -,Just Enter Name & Select State,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Paused,,,
Divorce - Upper,Marriage Licenses - HHI UPPER 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Paused,,,
Divorce - Upper,Marriage Licenses - HHI UPPER 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Just $1 to find out if they are married. Credit Card required. Get the truth., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Enabled,,,
Divorce - Upper,Marriage Licenses - HHI UPPER 50,Responsive search ad,,Marriage Records Online, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Just $1 to get marriage records, licenses and certificates. Credit Card required. Easy!", -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Enabled,,,
Divorce - Upper,Marriage Licenses - HHI UPPER 50,Responsive search ad,,Search For {Keyword:Marriage Records}, -,Just Enter Name & Select State,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Paused,,,
Divorce - Upper,Marriage Licenses - HHI UPPER 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Paused,,,
Divorce - Upper,Marriage Licenses - HHI UPPER 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Just $1 to find out if they are married. Credit Card required. Get the truth., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Enabled,,,
Divorce - Upper,Marriage Licenses - HHI UPPER 50,Responsive search ad,,Marriage Records Online, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Just $1 to get marriage records, licenses and certificates. Credit Card required. Easy!", -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Enabled,,,
Divorce - Upper,Marriage Licenses - HHI UPPER 50,Responsive search ad,,Search For {Keyword:Marriage Records}, -,Just Enter Name & Select State,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Paused,,,
Divorce - Lower,Marriage Records - hhi lower 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Paused,,,
Divorce - Lower,Marriage Records - hhi lower 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Just $1 to find out if they are married. Credit Card required. Get the truth., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Enabled,,,
Divorce - Lower,Marriage Records - hhi lower 50,Responsive search ad,,Marriage Records Online, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Just $1 to get marriage records, licenses and certificates. Credit Card required. Easy!", -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Enabled,,,
Divorce - Lower,Marriage Records - hhi lower 50,Responsive search ad,,Search For {Keyword:Marriage Records}, -,Just Enter Name & Select State,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Paused,,,
Divorce - Lower,Marriage Records - hhi lower 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Paused,,,
Divorce - Lower,Marriage Records - hhi lower 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Just $1 to find out if they are married. Credit Card required. Get the truth., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Enabled,,,
Divorce - Lower,Marriage Records - hhi lower 50,Responsive search ad,,Marriage Records Online, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Just $1 to get marriage records, licenses and certificates. Credit Card required. Easy!", -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Enabled,,,
Divorce - Lower,Marriage Records - hhi lower 50,Responsive search ad,,Search For {Keyword:Marriage Records}, -,Just Enter Name & Select State,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Paused,,,
Divorce - Upper,Marriage Records - HHI UPPER 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Paused,,,
Divorce - Upper,Marriage Records - HHI UPPER 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Just $1 to find out if they are married. Credit Card required. Get the truth., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Enabled,,,
Divorce - Upper,Marriage Records - HHI UPPER 50,Responsive search ad,,Marriage Records Online, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Just $1 to get marriage records, licenses and certificates. Credit Card required. Easy!", -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Enabled,,,
Divorce - Upper,Marriage Records - HHI UPPER 50,Responsive search ad,,Search For {Keyword:Marriage Records}, -,Just Enter Name & Select State,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Removed,Paused,,,
Divorce - Upper,Marriage Records - HHI UPPER 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Paused,,,
Divorce - Upper,Marriage Records - HHI UPPER 50,Responsive search ad,,Marriage Records for just $1, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,Just $1 to find out if they are married. Credit Card required. Get the truth., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Enabled,,,
Divorce - Upper,Marriage Records - HHI UPPER 50,Responsive search ad,,Marriage Records Online, -,"Enter Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Just $1 to get marriage records, licenses and certificates. Credit Card required. Easy!", -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Enabled,,,
Divorce - Upper,Marriage Records - HHI UPPER 50,Responsive search ad,,Search For {Keyword:Marriage Records}, -,Just Enter Name & Select State,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find Out If They Are Married. Small Fee For Full Report. Credit Card Required., -,,,,,,,Marriage,Records,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Paused,Enabled,Paused,,,
Inmates - Upper,Mugshots,Responsive search ad,,Inmate Mugshots for just $1, -,"Enter A Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pay Just $1 For Prison, Jail, Arrest, DUI Public Records. Credit Card Required.", -,,,,,,,Mugshot,Search,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Enabled,Paused,,,
Inmates - Upper,Mugshots,Responsive search ad,,Mugshots Search, -,"Enter A Name, Instant Results",,Just $1 Mugshots Of Inmates,,,,,,,,,,,,,,,,,,,,,,,,,,"Get Inmate Mugshots from Jail, Prison, DUI Public Records. Search For Free, Then Low Fee", -,"Just $1 For Full Details, Credit Card Required. Search Anyone Free, Local, State, Federal.",,,,,,Mugshot,Search,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Enabled,Enabled,,,
Inmates - Upper,Mugshots,Responsive search ad,,Search Mugshots of Inmates, -,"Enter A Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Get Prison, Jail, Arrest, DUI Public Records. Small Fee. Credit Card Required.", -,,,,,,,Mugshot,Search,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Enabled,Paused,,,
Inmates - Upper,Prison,Responsive search ad,,Inmate Search for just $1, -,"Enter A Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pay $1 For Prison, Jail, Arrest, DUI Public Records. Credit Card Required.", -,,,,,,,Inmate,Search,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Enabled,Paused,,,
Inmates - Upper,Prison,Responsive search ad,,Jail and Prison Inmate Search, -,"Enter A Name, Instant Results",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Get Prison, Jail, Arrest, DUI Public Records. Small Fee. Credit Card Required.", -,,,,,,,Inmate,Search,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Enabled,Paused,,,
Inmates - Upper,Prison,Responsive search ad,,Prison and Jail Inmate Search, -,"Enter A Name, Instant Results",,Search Anyone For Free,,,,,,,,,,,,,,,,,,,,,,,,,,"Just $1 For Prison, Jail, Arrest, DUI Public Records. Credit Card Required. Full Details!", -,,,,,,,Inmate,Search,https://www.idlookup.ai,https://www.idlookup.ai,https://www.idlookup.ai,,,Enabled,Enabled,Enabled,,,
